Siemes Schuhcenter GmbH & Co. KG;Krefelder Str. 310;41066;Mönchengladbach;02161-965-0;02161-965-111;Herr;;Heinz Willi;Siemes;info@siemes.de;http://www.schuhcenter.de/;Deutschland;Mode & Lifestyle;C 1000-5000;385;Nordrhein-Westfalen
Hama GmbH & Co KG;Dresdner Str. 9;86651;Monheim;09091-502-0;09091-502-279;Herr;;Christoph;Thomas;hama@hama.de;http://www.hama.de;Deutschland;Konsumgüterhersteller;C 1000-5000;0;Bayern
WEISS-DRUCK GmbH & Co. KG;Hans-Georg-Weiss-Str. 7;52156;Monschau;02472-982-0;02472-982-200;Herr;;Georg;Weiss;info@weiss-druck.de;http://www.weiss-druck.de;Deutschland;Medien & Agenturen;C 1000-5000;138;Nordrhein-Westfalen
Hans Turck GmbH & Co. KG;Witzlebenstr. 7;45472;Mülheim an der Ruhr;0208-4952-0;0208-4952-264;Herr;;Ulrich;Turck;more@turck.com;http://www.turck.de;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;430;Nordrhein-Westfalen
Mannesmannröhren-Werke GmbH;Wiesenstr. 36;45473;Mülheim an der Ruhr;0208-458-0;0208-458-1999;Herr;;Wolfgang;Eging;info.service@smrw.de;http://www.smrw.de;Deutschland;Bauindustrie & Stahl;C 1000-5000;0;Nordrhein-Westfalen
Salzgitter Mannesmann Precision GmbH;Wiesenstr. 36;45473;Mülheim an der Ruhr;0208-458-1507;0208-458-1635;Herr;;Heinrich;Clören;marketing@smp-tubes.com;http://praezisrohr.smp-tubes.com/;Deutschland;Bauindustrie & Stahl;C 1000-5000;450;Nordrhein-Westfalen
Alois Dallmayr KG;Dienerstr. 14-15;80331;München;089-2135-0;089-2135-167;Herr;;Wolfgang;Wille;info@dallmayr.de;http://www.dallmayr.de;Deutschland;Getränkeindustrie & Tabakwaren;C 1000-5000;859;Bayern
Augustinum gemeinnützige GmbH;Stiftsbogen 74;81375;München;089-7098-0;089-7098-199;Herr;Prof. Dr.;Markus;Rückert;info@augustinum.de;http://www.augustinum.de/;Deutschland;Kommunales;C 1000-5000;171;Bayern
Balfour Beatty Rail GmbH;Garmischer Str. 35;81373;München;089-41999-0;089-41999-270;Herr;Dr.;Norbert;Stadhouders;info.de@bbrail.com;http://www.bbrail.de/;Deutschland;Maschinenbau;C 1000-5000;197;Bayern
Caverion Deutschland GmbH;Riesstr. 8;80992;München;089-374288-500;089-374288-520;Herr;;Albert;Vonnahme;info@yit.de;http://www.caverion.de/;Deutschland;Maschinenbau;C 1000-5000;566;Bayern
CURANUM AG;Zirkus-Krone-Str. 10;80335;München;089-242065-0;089-242065-10;Herr;;Yann;Coléou;info@curanum.de;http://www.curanum.de/;Deutschland;Kommunales;C 1000-5000;216;Bayern
DSI Holding GmbH;Destouchesstr. 68;80769;München;089-309050-200;089-309050-252;Herr;;Alan;Bate;info@dywidag-systems.com;http://www.dywidag-systems.com/;Deutschland;Bauindustrie & Stahl;C 1000-5000;518;Bayern
Flughafen München GmbH;Nordallee 25;85356;München;089-975-00;089-975-57906;Herr;Dr.;Michael;Kerkloh;info@munich-airport.de;http://www.munich-airport.de/de/micro/eurotrade/index.jsp;Deutschland;Mode & Lifestyle;C 1000-5000;0;Bayern
Franz Xaver Meiller Fahrzeug- und;Untermenzinger Str. 1;80997;München;089-1487-0;089-1487-1355;Herr;Dr.-Ing.;Daniel;Böhmer;info@meiller.com;http://www.meiller.com/;Deutschland;Autoindustrie & Flugzeugbau;C 1000-5000;258;Bayern
HAWE Hydraulik SE;Streitfeldstr. 25;81673;München;089-379100-0;089-379100-91000;Herr;;Karl;Haeusgen;info@hawe.de;http://www.hawe.de;Deutschland;Maschinenbau;C 1000-5000;310;Bayern
Heinrich Hugendubel GmbH & Co. KG;Hilblestr. 54;80636;München;089-30757575;089-30757530;Herr;Dr.;Stefan;Höllermann;service@hugendubel.de;http://www.hugendubel.de/;Deutschland;Mode & Lifestyle;C 1000-5000;302;Bayern
HEV Heimwerkermarkt GmbH & Co. KG;Leopoldstr. 236;80807;München;089-457692-0;089-457692-77;Herr;;Eckart;Brandhoff;;http://www.hev-gmbh.de/;Deutschland;DIY & Einrichten;C 1000-5000;210;Bayern
Kraftanlagen München GmbH;Ridlerstr. 31c;80339;München;089-6237-0;089-6237-223;Herr;;Alexander;Gremm;muenchen@kraftanlagen.com;http://www.ka-muenchen.de/;Deutschland;Maschinenbau;C 1000-5000;366;Bayern
MAHAG Automobilhandel und Service;Schleibingerstr. 12-16;81669;München;089-48001-0;089-48001-500;Herr;Dr.;Volker;Borkowski;info@mahag.de;http://www.mahag.de/;Deutschland;Technik & Auto;C 1000-5000;458;Bayern
MÜNCHENSTIFT GmbH;Severinstr. 4;81541;München;089-62020-300;;Herr;;Siegfried;Benker;info@muenchenstift.de;http://www.muenchenstift.de/;Deutschland;Kommunales;C 1000-5000;94;Bayern
Paulaner Brauerei GmbH & Co KG;Hochstr. 75;81541;München;089-48005-0;089-48005-409;Herr;;Roland;Tobias;info@paulaner.de;http://www.paulaner.de;Deutschland;Getränkeindustrie & Tabakwaren;C 1000-5000;280;Bayern
Rodenstock GmbH;Elsenheimerstr. 33;80687;München;089-7202-0;089-7202-629;Herr;;Oliver;Kastalio;info@rodenstock.de;http://www.rodenstock.com;Deutschland;Konsumgüterhersteller;C 1000-5000;401;Bayern
SBK Siemens-Betriebskrankenkasse;Heimeranstr. 31;80339;München;0800-07257257250;0800-07257257251;Herr;Dr.;Hans;Unterhuber;info@sbk.org;http://www.sbk.org/;Deutschland;Finanzen & Versicherung;C 1000-5000;0;Bayern
Schaltbau Holding AG;Hollerithstr. 5;81829;München;089-93005-0;089-93005-350;Herr;Dr.;Jürgen;Cammann;schaltbau@schaltbau.de;http://www.schaltbau.de/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;390;Bayern
Serviceplan Gruppe für innovative;Brienner Str. 45a-d;80333;München;089-2050-20;089-2050-2111;Herr;;Florian;Haller;info@serviceplan.de;http://www.serviceplan.com/;Deutschland;Medien & Agenturen;C 1000-5000;126;Bayern
Siltronic AG;Hanns-Seidel-Platz. 4;81737;München;089-8564-3000;089-8564-3219;Herr;;Christoph;von Plotho;info@siltronic.com;http://www.siltronic.com;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;743;Bayern
Silver Care Holding GmbH;Uhlandstr. 4;80336;München;089-59068580;089-59068589;Herr;;Marc;Hildebrand;info@silvercareholding.de;http://silvercareholding.de/;Deutschland;Kommunales;C 1000-5000;0;Bayern
Sozialservice-Gesellschaft;Hofmannstr. 54;81379;München;089-613047-0;089-613047-99;Herr;;Christian;Pietig;info@ssg.brk.de;http://www.seniorenwohnen.brk.de;Deutschland;Kommunales;C 1000-5000;115;Bayern
TNS Infratest Shared Service;Landsberger Str. 284;80687;München;089-5600-0;089-5600-1313;Herr;;Harmut;Scheffler;tnsde@tns-infratest.com;http://www.tns-infratest.com/;Deutschland;Medien & Agenturen;C 1000-5000;190;Bayern
Triumph International Aktiengesellschaft;Marsstr. 40;80335;München;089-5111-80;089-5111-8427;Herr;;Gerhard;Geuder;infoline@triumph-international.de;http://www.triumph-international.de;Deutschland;Konsumgüterhersteller;C 1000-5000;280;Bayern
Vinzenz Murr Vertriebs GmbH;Hofmannstr. 9;81379;München;089-78043-0;089-78043-100;Frau;;Evi;Brandl;info@vinzenzmurr.de;http://www.vinzenzmurr.de;Deutschland;Lebensmittelhandel;C 1000-5000;195;Bayern
Brillux GmbH & Co. Kommanditgesellschaft;Weseler Str. 401;48163;Münster;0251-7188-0;0251-7188-439;Herr;;Peter;König;info@brillux.de;http://www.brillux.de;Deutschland;Chemieindustrie;C 1000-5000;507;Nordrhein-Westfalen
L. Stroetmann Lebensmittel GmbH & Co. KG;Harkortstr. 30;48163;Münster;0251-7182-0;0251-7182-130;Herr;;Lutz;Stroetmann;eurocash@stroetmann.de;http://www.stroetmann.de/;Deutschland;Lebensmittelhandel;C 1000-5000;416;Nordrhein-Westfalen
Landesbetrieb Wald und Holz;Albrecht-Thaer-Str. 34;48147;Münster;0251-91797-0;0251-91797-100;Herr;;Andreas;Wiebe;info@wald-und-holz.nrw.de;http://www.wald-und-holz.nrw.de/;Deutschland;Lebensmittelindustrie;D 500-999;0;Nordrhein-Westfalen
TKD Kabel GmbH;An der Kleinbahn 16;41334;Nettetal;02157-8979-0;02157-8979-89;Herr;Dr.;Wilhelm;Engst;nettetal@tkd-kabel.de;http://www.tkd-gruppe.de/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;185;Nordrhein-Westfalen
Höflinger Müller GmbH;Ludwig-Erhard-Str. 2;85375;Neufahrn;08165-79-0;08165-4003;Frau;;Eva;Müller;info@hm-gmbh.de;http://www.hm-gmbh.de;Deutschland;Lebensmittelhandel;C 1000-5000;140;Bayern
Aluminium Norf GmbH;Koblenzer Str. 120;41468;Neuss;02131-937-0;02131-937-8599;Herr;;Thomas;Geupel;kontakt@alunorf.de;http://www.alunorf.de/;Deutschland;Bauindustrie & Stahl;C 1000-5000;381;Nordrhein-Westfalen
MM Kartonvertrieb GmbH;Düsseldorfer Str. 182-184;41460;Neuss;02131-2690-41511;02131-2690-141511;Herr;Dr.;Wilhelm;Hörmanseder;sales.neuss@mm-karton.com;http://www.mm-karton.com;Deutschland;Chemieindustrie;C 1000-5000;766;Nordrhein-Westfalen
F.X. Nachtmann Bleikristallwerke GmbH;Zacharias-Frank-Str. 7;92660;Neustadt;09602-30-0;09602-30-1100;Herr;;Alois;Kaufmann;info@nachtmann.com;http://www.nachtmann.com;Deutschland;Konsumgüterhersteller;C 1000-5000;47;Bayern
Gries Deco Company GmbH;Boschstr. 7a;63843;Niedernberg;06028-944-0;06028-944-74099;Herr;;Christian;Gries;info@g-d-c.eu;http://www.gries-deco-company.com/;Deutschland;DIY & Einrichten;C 1000-5000;90;Bayern
Ensinger GmbH;Rudolf-Diesel-Str. 8;71154;Nufringen;07032-819-0;07032-819-100;Herr;;Klaus;Ensinger;info@ensinger-online.com;http://www.ensinger-online.com/;Deutschland;Maschinenbau;C 1000-5000;350;Baden-Württemberg
CCUniRent System GmbH;Thomas-Mann-Str. 16-20;90471;Nürnberg;0911-480499-0;0911-480499-29;Herr;;Jürgen;Lobach;info@ccunirent.com;http://www.ccunirent.com;Deutschland;Gastronomie & Touristik;C 1000-5000;14;Bayern
DEHN + SÖHNE GmbH + Co.KG.;Rennweg 15;90489;Nürnberg;09181-906-0;09181-906-100;Herr;Dr.;Philipp;Dehn;info@dehn.de;http://www.dehn.de/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;0;Bayern
Electrolux Hausgeräte GmbH;Fürther Str. 246;90429;Nürnberg;0911-323-0;0911-323-1770;Herr;;Josef;Klebl;info@electrolux.de;http://www.electrolux.de/;Deutschland;Konsumgüterhersteller;C 1000-5000;867;Bayern
mister * lady GmbH;Sprottauer Str. 4-10;90475;Nürnberg;0911-98476-0;0911-98476-304;Herr;;Jürgen;Hanslbauer;info@mister-lady.com;http://www.mister-lady.com/;Deutschland;Mode & Lifestyle;C 1000-5000;129;Bayern
Rudolf Wöhrl Aktiengesellschaft;Lina-Ammon-Str. 10;90471;Nürnberg;0911-8121-0;0911-8121-100;Herr;;Olivier;Wöhrl;info@woehrl.de;http://www.woehrl.de/;Deutschland;Mode & Lifestyle;C 1000-5000;271;Bayern
SEMIKRON Elektronik GmbH & Co. KG;Sigmundstr. 200;90431;Nürnberg;0911-6559-0;0911-6559-262;Herr;;Harald;Jäger;sales.skd@semikron.com;http://www.semikron.de/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;430;Bayern
Staedtler Mars GmbH & Co. KG;Moosäckerstr. 3;90427;Nürnberg;0911-9365-0;0911-9365-400;Herr;;Axel;Marx;info@staedtler.de;http://www.staedtler.de;Deutschland;Konsumgüterhersteller;C 1000-5000;158;Bayern
TA Triumph-Adler GmbH;Südwestpark 23;90449;Nürnberg;0911-6898-0;0911-6898-204;Herr;;Masafumi;Yoda;;http://www.ta-experts.com/;Deutschland;Konsumgüterhersteller;C 1000-5000;291;Bayern
WIEGEL Verwaltung GmbH & Co KG;Hans-Bunte-Str. 25;90431;Nürnberg;0911-32420-200;0911-32420-299;Herr;;Harald;Füchtenbusch;info@wiegel.de;http://www.wiegel.de/;Deutschland;Bauindustrie & Stahl;C 1000-5000;160;Bayern
Ziehm Imaging GmbH;Donaustr. 31;90451;Nürnberg;0911-2172-0;0911-2172-390;Herr;;Klaus;Hörndler;info@ziehm-eu.com;http://www.ziehm-imaging.de/;Deutschland;Elektrotechnik & Medizintechnik;E 200-499;73;Bayern
Bilfinger Piping Technologies GmbH;Europaallee 1;46047;Oberhausen;0201-3645-0;;Herr;;Holger;Bennies;info.piping@bilfinger.com;http://www.piping.bilfinger.com/;Deutschland;Maschinenbau;C 1000-5000;160;Nordrhein-Westfalen
KODI Diskontläden GmbH;Zum Eisenhammer 52;46049;Oberhausen;0208-85007-0;0208-85007-112;Herr;;Reinhold;Kuch;info@kodi.de;http://www.kodi.de;Deutschland;Drogerie & Haushalt;C 1000-5000;115;Nordrhein-Westfalen
Leitz GmbH & Co.KG;Leitzstr. 2;73447;Oberkochen;07364-950-0;07364-950-662;Herr;;Michael;Voss;leitz@leitz.org;http://www.leitz.org;Deutschland;Maschinenbau;C 1000-5000;450;Baden-Württemberg
Sumida AG;Dr.-Hans-Vogt-Platz 1;94130;Obernzell;08591-937-0;08591-937-103;Herr;;Paul;Hofbauer;contact@sumida-eu.com;http://www.sumida-eu.com/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;0;Bayern
Ehrmann AG Oberschönegg im Allgäu;Hauptstr. 19;87770;Oberschönegg;08333-301-0;08333-301-310;Herr;;Christian;Ehrmann;info@ehrmann.de;http://www.ehrmann.de;Deutschland;Lebensmittelindustrie;C 1000-5000;415;Bayern
Haver & Boecker OHG;Carl-Haver-Platz 3;59302;Oelde;02522-30-0;02522-30-403;Herr;;Florian;Festge;haver@haverboecker.com;http://www.haverboecker.com;Deutschland;Maschinenbau;C 1000-5000;373;Nordrhein-Westfalen
Gustoland GmbH;Industriestr. 8-14;45739;Oer-Erkenschwick;02368-61-300;02368-61-237;Herr;;Michael;Redding;info@gustoland.de;http://www.gustoland.de/;Deutschland;Lebensmittelindustrie;C 1000-5000;0;Nordrhein-Westfalen
Oettinger Brauerei GmbH;Brauhausstr. 8;86732;Oettingen;09082-708-0;09082-708-110;Herr;;Michael;Mayer;mail@oettinger-bier.de;http://www.oettinger-bier.de;Deutschland;Getränkeindustrie & Tabakwaren;C 1000-5000;417;Bayern
BWF Offermann, Schmid & Co. KG;Bahnhofstr. 20;89362;Offingen;08224-71-0;08224-71-2091;Herr;;Stefan;Offermann;info@bwf-group.de;http://www.bwf-group.de/;Deutschland;Konsumgüterhersteller;C 1000-5000;0;Bayern
Tyco Electronics Raychem GmbH;Finsinger Feld 1;85521;Ottobrunn;089-6089-0;089-6096-345;Herr;;Jörg;Mann;;http://www.raychem.de;Deutschland;Elektrotechnik & Medizintechnik;D 500-999;238;Bayern
Finke Das Erlebnis-Einrichten;Paderborner Str. 97;33104;Paderborn;05251-302-0;05251-302-2840;Herr;;Wilfried;Finke;info@moebel-finke.de;http://www.finke.de/;Deutschland;DIY & Einrichten;C 1000-5000;126;Nordrhein-Westfalen
Buchbauer Handelsmärkte GmbH;Hennebergerstr. 4;94036;Passau;0851-88669-0;0851-88669-66;Herr;;Andreas;Kapfhammer;buchbauer@ihb-buchbauer.com;http://www.ihb-buchbauer.com/;Deutschland;Lebensmittelhandel;C 1000-5000;0;Bayern
HiPP GmbH & Co. Vertrieb KG;Georg-Hipp-Str. 7;85276;Pfaffenhofen;08441-757-0;08441-757-654;Herr;Dr.;Claus;Hipp;information@hipp.de;http://www.hipp.de;Deutschland;Lebensmittelindustrie;C 1000-5000;383;Bayern
Prettl Produktions Holding GmbH;Sandwiesenstr. 6;72793;Pfullingen;07121-707-0;07121-707-105;Herr;;Erhardt;Prettl;info@prettl.com;http://www.prettl.com/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;800;Baden-Württemberg
HAMMER System Management GmbH;Oehrkstr. 1;32457;Porta Westfalica;05731-765-0;05731-765-150;Herr;Dr.;Ralf;Bartsch;info@hammer-heimtex.de;http://www.hammer-heimtex.de;Deutschland;DIY & Einrichten;C 1000-5000;370;Nordrhein-Westfalen
SB-Möbel Boss;Bakenweg 16-20;32457;Porta-Westfalica;05731-609-600;05731-609-588;Herr;;Stefan;Kopmann;info@moebel-boss.de;http://www.moebel-boss.de/;Deutschland;DIY & Einrichten;C 1000-5000;324;Nordrhein-Westfalen
Rheinland Kultur GmbH;Abtei Brauweiler;50529;Pulheim;02234-9921-0;02234-9921-219;Herr;;Sebastian;Emunds;info@rheinlandkultur.de;http://www.rheinlandkultur.de/;Deutschland;Medien & Agenturen;C 1000-5000;24;Nordrhein-Westfalen
W.L.Gore & Associates GmbH;Hermann-Oberth-Str. 22;85640;Putzbrunn;0806380-10;0806380-1850;Herr;;Oskar;Berger;servicefabrics_de@wlgore.com;http://www.gore-tex.de/;Deutschland;Konsumgüterhersteller;C 1000-5000;558;Bayern
KOLBUS GmbH & Co. KG;Osnabrücker Str. 77;32369;Rahden;05771-71-0;05771-71-333;Herr;;Kai;Büntemeyer;info@kolbus.de;http://www.kolbus.de/;Deutschland;Maschinenbau;C 1000-5000;164;Nordrhein-Westfalen
Dehner GmbH & Co. KG;Donauwörther Str. 3-5;86641;Rain am Lech;09090-77-0;09090-77-7770;Herr;;Georg;Weber;info@dehner.de;http://www.dehner.de;Deutschland;DIY & Einrichten;C 1000-5000;0;Bayern
Prosegur GmbH;Kokkolastr. 5;40882;Ratingen;02102-1248-0;0211-17165-166;Herr;;Lucas;Sánchez Borgnis-Desbordes;welcome@prosegur.com;http://www.prosegur.de/;Deutschland;Immobilien & Gebäudeservice;C 1000-5000;146;Nordrhein-Westfalen
Zapp AG;Zapp-Platz 1;40880;Ratingen;02102-710-0;02102-710-200;Herr;Dr.;Heiner;Schunk;info@zapp.com;http://www.zapp.com;Deutschland;Maschinenbau;C 1000-5000;339;Nordrhein-Westfalen
Runners Point;Tiroler Str. 26;45659;Recklinghausen;02361-3003-0;02361-3003-105;Herr;;Sebastian;Janus;info@runnerspoint.de;http://www.runnerspoint.de/;Deutschland;Mode & Lifestyle;C 1000-5000;159;Nordrhein-Westfalen
Novoferm GmbH;Isselburger Str. 31;46459;Rees;02850-910-0;02850-910-646;Herr;;Rainer;Schackmann;info@novoferm.com;http://www.novoferm.de;Deutschland;Bauindustrie & Stahl;C 1000-5000;239;Nordrhein-Westfalen
Bayerische Staatsforsten;Tillystr. 2;93053;Regensburg;0941-6909-0;0941-6909-495;Herr;Dr.;Rudolf;Freidhager;info@baysf.de;http://www.baysf.de/de;Deutschland;Lebensmittelindustrie;C 1000-5000;341;Bayern
Maschinenfabrik Reinhausen GmbH;Falkensteinstr. 8;93059;Regensburg;0941-4090-0;;Herr;Dr.;Nicolas;Maier-Scheubeck;info@reinhausen.com;http://www.reinhausen.com;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;430;Bayern
Regensburger Druckgußwerk Wolf GmbH;Prüfeninger Schloss Str. 7;93051;Regensburg;0941-39649-0;0941-39649-30;Herr;;Wilhelm;Rambold;info@rdw-wolf.de;http://www.firmengruppe-wolf.de/;Deutschland;Bauindustrie & Stahl;C 1000-5000;91;Bayern
BEST CARWASH Dienstleistungs-GmbH;Neuenkamper Str. 3-9;42855;Remscheid;02191-3705-0;02191-3705-57;Herr;;Michael;Dattner;info@bestcarwash.de;http://www.bestcarwash.de/;Deutschland;Transport & Logistik;D 500-999;0;Nordrhein-Westfalen
GEDORE Tool Center GmbH & Co. KG;Remscheider Str. 149;42899;Remscheid;02191-596-900;02191-596-999;Frau;;Karen;Dowidat;zentrale@gedore.de;http://www.gedore.de/;Deutschland;Maschinenbau;C 1000-5000;0;Nordrhein-Westfalen
Oerlikon Textile GmbH & Co. KG;Leverkuser Str. 65;42897;Remscheid;02191-67-0;;Herr;;Claus-Ulrich;Mai;info.textile@oerlikon.com;http://www.oerlikontextile.com/;Deutschland;Maschinenbau;C 1000-5000;918;Nordrhein-Westfalen
RM Buch und Medien Vertrieb GmbH;Ringstr. 16-20;33378;Rheda-Wiedenbrück;0180-5415233;0180-5415700;Herr;Dr.;Christoph;Mittendorf;service@derclub.de;http://www.derclub.de/;Deutschland;Mode & Lifestyle;C 1000-5000;0;Nordrhein-Westfalen
Westag & Getalit AG;Hellweg 15;33378;Rheda-Wiedenbrück;05242-17-0;05242-17-75000;Herr;;Bernhard;Wenninger;pr@westag-getalit.de;http://www.westag-getalit.de;Deutschland;Bauindustrie & Stahl;C 1000-5000;224;Nordrhein-Westfalen
apetito Aktiengesellschaft;Bonifatiusstr. 305;48432;Rheine;05971-799-0;05971-799-9350;Herr;;Jörg;Baumgart;info@apetito.de;http://www.apetito.de;Deutschland;Lebensmittelindustrie;C 1000-5000;749;Nordrhein-Westfalen
Senger Holding GmbH;Oldenburger Str. 1-11;48429;Rheine;05971-7913-0;05971-7913-4109;Herr;;Andreas;Senger;info@auto-senger.de;http://www.auto-senger.de/;Deutschland;Technik & Auto;C 1000-5000;368;Nordrhein-Westfalen
Lüning Handels-GmbH & Co. KG;Westerwieher Str. 33;33397;Rietberg;05244-705-0;05244-705-145;Herr;;Wolfgang;Rieländer;info@luening.de;http://www.luening.de/;Deutschland;Lebensmittelhandel;C 1000-5000;325;Nordrhein-Westfalen
Hubert Stüken GmbH & Co. KG;Alte Todenmanner Str. 42;31737;Rinteln;05751-702-0;05751-702-188;Herr;Dr.;Hubert;Schmidt;info@stueken.de;http://www.stueken.de;Deutschland;Maschinenbau;D 500-999;0;Niedersachsen
Mühlbauer Aktiengesellschaft;Josef-Mühlbauer-Platz 1;93426;Roding;09461-952-0;09461-952-1101;Herr;;Hubert;Forster;info@muehlbauer.de;http://www.muehlbauer.de/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;213;Bayern
KARL BACHL GmbH & Co KG;Deching 3;94133;Röhrnbach;08582-18-0;08582-18-118;Herr;;Karl;Bachl;deching@bachl.de;http://www.bachl.de/;Deutschland;Bauindustrie & Stahl;C 1000-5000;198;Bayern
Huhtamaki Flexible Packaging Germany;Heinrich-Nicolaus-Str. 6;87671;Ronsberg;0831-785491;0831-785250;Herr;;Michael;Feiler;info.ronsberg@de.huhtamaki.com;http://www.huhtamaki.de/;Deutschland;Chemieindustrie;C 1000-5000;0;Bayern
J. Rettenmaier & Söhne GmbH + Co KG;Holzmühle Rosenberg;73494;Rosenberg;07967-152-0;07967-152-222;Herr;;Josef;Rettenmaier;info@jrs.de;http://www.jrs.de/;Deutschland;Chemieindustrie;C 1000-5000;0;Baden-Württemberg
EMAG Holding GmbH;Austr. 24;73084;Salach;07162-17-0;07162-17-199;Herr;;Norbert;Heßbrüggen;communications@emag.com;http://www.emag.de/;Deutschland;Maschinenbau;C 1000-5000;466;Baden-Württemberg
Minipreis - Läden GmbH;Eichfeld 3;33154;Salzkotten;05258-504-0;05258-504-149;Herr;;Jürgen;Schroers;info@minipreis.de;http://www.minipreis.de/;Deutschland;Lebensmittelhandel;C 1000-5000;160;Nordrhein-Westfalen
Westfälische Fleischwarenfabrik;Stockmeyer-Str. 1;48336;Sassenberg;05426-82-0;05426-82-222;Herr;;Hans-Jürgen;Meschkat;info@stockmeyer.de;http://www.heristo.de;Deutschland;Lebensmittelindustrie;C 1000-5000;249;Nordrhein-Westfalen
AMT Alumetall Gießtechnik GmbH;Glörstr. 20-22;58579;Schalksmühle;02355-508313;02355-509777;Herr;;Harald;Möhl;info@gastroguss.de;http://www.gastroguss.de/;Deutschland;Konsumgüterhersteller;C 1000-5000;0;Nordrhein-Westfalen
HOERBIGER Kompressortechnik GmbH;Im Forchet 5;86956;Schongau;08861-210-0;08861-210-3278;Herr;;Johannes;Hunschofsky;info-hks@hoerbiger.com;http://www.hoerbiger.com;Deutschland;Maschinenbau;C 1000-5000;950;Bayern
MBDA Deutschland GmbH;Hagenauer Forst 27;86526;Schrobenhausen;08252-99-0;08252-99-6120;Herr;;Thomas;Homberg;;http://www.mbda-systems.com/;Deutschland;Maschinenbau;C 1000-5000;303;Bayern
Apollo-Optik Holding GmbH & Co. KG;Wallenrodstr. 3;91126;Schwabach;09122-831-0;;Herr;Dr.;Jörg;Ehmer;service@apollo-optik.com;http://www.apollo.de/;Deutschland;Mode & Lifestyle;C 1000-5000;355;Bayern
Kamps Management GmbH;Auf dem Mutzer 11;41366;Schwalmtal;02163-947-700;02163-947-70137708;Herr;;Jaap;Schalken;kundenservice@kamps.de;http://www.kamps.de/;Deutschland;Lebensmittelhandel;C 1000-5000;300;Nordrhein-Westfalen
MEILLERGHP GmbH;Gutenbergstr. 1-5;92421;Schwandorf;09431-620-194;09431-620-540;Herr;;Holger;Abeln;dialog@meillerghp.com;http://www.meillerghp.com/;Deutschland;Medien & Agenturen;C 1000-5000;148;Bayern
Wolf Wurstspezialitäten GmbH;Am Ahornhof 2;92421;Schwandorf;09431-384-0;09431-384-225;Herr;;Christian;Wolf;vertrieb@wolf-wurst.de;http://www.wolf-wurst.de/;Deutschland;Lebensmittelhandel;C 1000-5000;267;Bayern
Blumen-Risse GmbH & Co.;Im Ostfeld 5;58239;Schwerte;02304-965-0;02304-965-300;Frau;;Tina;Risse-Stock;info@blumenrisse.de;http://www.blumenrisse.de;Deutschland;DIY & Einrichten;C 1000-5000;129;Nordrhein-Westfalen
BHS tabletop Aktiengesellschaft;Ludwigsmühle 1;95100;Selb;09287-73-0;09287-73-1114;Herr;;Christian;Strootmann;kontakt@bhs-tabletop.de;http://www.bhs-tabletop.de;Deutschland;Konsumgüterhersteller;C 1000-5000;82;Bayern
Möbel Inhofer GmbH & Co. KG;Ulmer Str. 50;89250;Senden;07307-85-0;07307-85-8200;Herr;;August;Inhofer;info@moebel-inhofer.de;http://www.inhofer.de/;Deutschland;DIY & Einrichten;C 1000-5000;200;Bayern
VEKA AG;Dieselstr. 8;48324;Sendenhorst;02526-29-0;02526-29-3710;Herr;;Andreas;Hartleif;info@veka.com;http://www.veka.com;Deutschland;Bauindustrie & Stahl;C 1000-5000;736;Nordrhein-Westfalen
Brückner Group GmbH;Königsberger Str. 5-7;83313;Siegsdorf;08662-63-0;08662-63-9350;Herr;;Maximilian;Schneider;brueckner.group@brueckner.com;http://www.brueckner.de;Deutschland;Maschinenbau;C 1000-5000;700;Bayern
Bitzer SE;Eschenbrünnlestr. 15;71065;Sindelfingen;07031-932-0;07031-932-147;Herr;;Peter;Schaufler;mail@bitzer.de;http://www.bitzer.de/;Deutschland;Maschinenbau;D 500-999;632;Baden-Württemberg
Paul Wilhelm von Keppler-Stiftung;Warmbronner Str. 22;71063;Sindelfingen;07031-63301-0;07031-63301-111;Herr;Dr.;Alfons;Maurer;geschaeftsstelle@keppler-stiftung.de;http://www.keppler-stiftung.de/;Deutschland;Kommunales;C 1000-5000;0;Baden-Württemberg
Röhm GmbH;Heinrich-Röhm-Str. 50;89567;Sontheim an der Brenz;07325-16-0;07325-16-492;Herr;Dr.;Michael;Fried;info@roehm.biz;http://www.roehm.biz/;Deutschland;Maschinenbau;C 1000-5000;0;Baden-Württemberg
hülsta-werke Hüls GmbH & Co KG;Karl-Hüls-Str. 1;48703;Stadtlohn;02563-86-0;02563-86-1417;Herr;;Oliver;Bialowons;info@huelsta.de;http://www.huelsta.de;Deutschland;Konsumgüterhersteller;C 1000-5000;254;Nordrhein-Westfalen
